Incident Number,Initial Call Type,Final Call Type,Responding Agency,Primary Responding Unit,Call Creation Time,First Dispatched Time,First Arrival Time,Clear Time,Priority,Call Creation Mechanism
15181754,THEFT ,THEFT,SPD ,1S13  ,04:45.0,32:47.0,41:32.0,11:01.0,4,PHONE
15181759,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,07:20.0,07:20.0,07:20.0,39:06.0,6,SELF 
15181805,CHKWLF,CHECK WELFARE,SPD ,      ,57:58.0,NULL,NULL,NULL,4,PHONE
15181808,DSRDSU,DISORDERLY SUBJECT,SPD ,      ,04:06.0,NULL,NULL,NULL,3,PHONE
15181832,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,36:04.0,36:04.0,36:04.0,40:14.0,6,SELF 
15181837,THFTBK,THEFT OF BICYCLE,SPD ,1S13  ,42:10.0,45:13.0,52:28.0,06:49.0,5,PHONE
15181869,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,31:54.0,31:54.0,31:54.0,36:39.0,6,SELF 
15181916,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,38:26.0,38:27.0,38:27.0,46:42.0,6,SELF 
15181930,THFTSE,THEFT OF SERVICES,SPD ,1S12  ,14:52.0,18:25.0,24:19.0,44:36.0,3,PHONE
15181979,OD    ,OVERDOSE,SPD ,1S11  ,40:24.0,41:27.0,46:46.0,09:53.0,3,E911 
15181982,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,09:46.0,09:46.0,09:46.0,12:05.0,6,SELF 
15182011,HARAS ,ASSAULT,SPD ,2S22  ,14:47.0,44:46.0,44:46.0,02:55.0,3,W911 
15182012,TRFSTP,WARRANT SERVICE,SPD ,1S12  ,23:01.0,23:01.0,23:01.0,31:39.0,4,SELF 
15182018,CHKWLF,SEIZED CONTRABAND,SPD ,2S11  ,47:50.0,58:07.0,02:42.0,51:14.0,4,PHONE
15182044,TRFSTP,TRAFFIC STOP,SPD ,2S12  ,57:00.0,57:01.0,57:01.0,01:19.0,6,SELF 
15182049,THFTVE,THEFT FROM VEHICLE,SPD ,SP693 ,06:40.0,11:58.0,11:58.0,14:14.0,9,PHONE
15182050,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,10:54.0,10:55.0,10:55.0,15:08.0,6,SELF 
15182056,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,16:09.0,16:09.0,16:09.0,23:15.0,6,SELF 
15182068,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,41:14.0,41:15.0,41:15.0,52:45.0,6,SELF 
15182070,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,42:28.0,42:29.0,42:29.0,48:31.0,6,SELF 
15182079,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,09:39.0,09:39.0,09:39.0,27:14.0,6,SELF 
15182085,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,16:12.0,16:12.0,16:12.0,21:01.0,6,SELF 
15182089,BURG  ,BURGLARY,SPD ,2S21  ,17:47.0,21:15.0,27:38.0,55:48.0,4,PHONE
15182094,THEFT ,THEFT,SPD ,SP693 ,24:46.0,29:16.0,29:16.0,30:10.0,9,PHONE
15182095,DSPTFM,ASSAULT,SPD ,2S12  ,25:28.0,41:28.0,42:55.0,11:57.0,3,PHONE
15182100,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,38:06.0,38:06.0,38:06.0,47:23.0,6,SELF 
15182132,TRSPS ,CRIMINAL TRESPASS,SPD ,      ,37:38.0,NULL,NULL,NULL,3,PHONE
15182149,DSPUT ,DISPUTE,SPD ,      ,59:01.0,NULL,NULL,NULL,3,W911 
15182191,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,48:19.0,48:20.0,48:20.0,55:14.0,6,SELF 
15182210,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,25:03.0,25:03.0,25:03.0,31:18.0,6,SELF 
15182215,DRVCMP,DRIVING COMPLAINT,SPD ,2M2   ,30:12.0,34:17.0,NULL,35:34.0,3,PHONE
15182230,TRFSTP,TRAFFIC STOP,SPD ,2M2   ,44:50.0,44:50.0,44:50.0,54:09.0,6,SELF 
15182240,UNATCH,UNATTENDED CHILDREN,SPD ,2M2   ,53:32.0,54:54.0,58:13.0,41:55.0,3,PHONE
15182251,INTXSU,INTOXICATED SUBJECT,SPD ,      ,08:14.0,NULL,NULL,NULL,3,PHONE
15182272,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,2S22  ,29:43.0,30:00.0,33:37.0,26:55.0,3,W911 
15182320,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,42:32.0,42:32.0,42:32.0,54:11.0,6,SELF 
15182323,SEXAB ,SEX ABUSE,SPD ,3S21  ,48:52.0,52:31.0,01:53.0,48:11.0,4,PHONE
15182328,THFTVE,THEFT FROM VEHICLE,SPD ,SP679 ,52:13.0,55:39.0,55:39.0,33:25.0,9,PHONE
15182331,PERSTP,SUSPICIOUS CONDITIONS,SPD ,3S13  ,54:38.0,54:39.0,54:39.0,43:53.0,3,SELF 
15182354,CHLDAB,CHILD ABUSE,SPD ,3S11  ,10:39.0,14:35.0,22:12.0,01:23.0,3,PHONE
15182375,THFTVE,THEFT FROM VEHICLE,SPD ,SP679 ,38:20.0,NULL,NULL,38:20.0,9,RPTO 
15182470,PERSTP,PERSON STOP,SPD ,3J81  ,52:14.0,52:14.0,52:14.0,01:30.0,6,SELF 
15182478,CHKWLF,CHECK WELFARE,SPD ,3J81  ,00:22.0,22:05.0,34:56.0,39:59.0,7,PHONE
15182489,SEXAB ,SEX ABUSE,SPD ,3S23  ,15:20.0,38:09.0,44:43.0,24:41.0,4,PHONE
15182491,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,17:13.0,17:13.0,17:13.0,24:06.0,6,SELF 
15182537,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,10:47.0,10:47.0,10:47.0,19:39.0,6,SELF 
15182544,TRFSTP,NO VALID DL,SPD ,3D1   ,25:55.0,25:55.0,25:55.0,39:10.0,6,SELF 
15182578,CHLDAB,CHILD ABUSE,SPD ,3S21  ,15:28.0,23:07.0,29:56.0,44:56.0,3,PHONE
15182582,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,19:47.0,19:47.0,19:47.0,22:42.0,6,SELF 
15182607,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,25:54.0,25:54.0,25:54.0,30:57.0,6,SELF 
15182648,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,52:10.0,52:10.0,52:10.0,12:16.0,6,SELF 
15182662,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,15:26.0,15:26.0,15:26.0,19:23.0,6,SELF 
15099684,ASLT  ,DUII,SPD ,1S12  ,19:00.0,14:50.0,21:31.0,21:30.0,4,W911 
15099692,PERSTP,WARRANT SERVICE,SPD ,1S12  ,28:50.0,28:51.0,28:51.0,08:15.0,4,SELF 
15099717,TRFSTP,TRAFFIC STOP,SPD ,1S21  ,08:43.0,08:43.0,08:43.0,09:35.0,6,SELF 
15099720,DSRDJU,DISORDERLY JUVENILES,SPD ,      ,13:40.0,NULL,NULL,NULL,3,E911 
15099724,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,17:27.0,17:27.0,17:27.0,25:44.0,6,SELF 
15099729,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,24:50.0,24:50.0,24:50.0,39:29.0,6,SELF 
15099746,TRFSTP,TRAFFIC STOP,SPD ,1S18  ,43:10.0,43:11.0,43:11.0,47:44.0,6,SELF 
15099749,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,49:36.0,49:36.0,49:36.0,53:21.0,6,SELF 
15099757,DSPUT ,ASSAULT,SPD ,1S22  ,01:03.0,02:53.0,06:33.0,42:39.0,3,W911 
15099763,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,13:32.0,13:32.0,13:32.0,20:09.0,6,SELF 
15099765,SUSPCO,DUII,SPD ,3D1   ,13:51.0,16:21.0,22:05.0,43:17.0,4,PHONE
15099796,TRAN  ,TRANSPORT,SPD ,1S12  ,08:03.0,21:37.0,21:37.0,17:15.0,5,PHONE
15099811,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,47:02.0,47:02.0,47:02.0,50:20.0,6,SELF 
15099816,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,51:44.0,51:44.0,51:44.0,54:51.0,6,SELF 
15099819,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,57:09.0,57:10.0,57:10.0,10:12.0,6,SELF 
15099824,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,27:54.0,27:54.0,27:54.0,35:01.0,6,SELF 
15099826,TRFSTP,DUII,SPD ,1S21  ,32:31.0,32:31.0,32:31.0,54:12.0,4,SELF 
15099831,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,44:26.0,44:26.0,44:26.0,51:50.0,6,SELF 
15099838,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,05:23.0,05:23.0,05:23.0,13:40.0,6,SELF 
15099839,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,09:55.0,09:55.0,09:55.0,16:34.0,6,SELF 
15099864,SUBJDO,DUII,SPD ,1S11  ,49:42.0,50:25.0,54:55.0,26:36.0,4,W911 
15099893,TRFSTP,DWS,SPD ,2S12  ,11:04.0,11:04.0,11:04.0,23:35.0,4,SELF 
15099895,TRFSTP,TRAFFIC STOP,SPD ,2S11  ,13:18.0,13:18.0,13:18.0,24:20.0,6,SELF 
15099931,ALMAUD,AUDIBLE ALARM,SPD ,2S22  ,16:52.0,19:39.0,26:10.0,36:32.0,4,PHONE
15099970,TRFSTP,TRAFFIC STOP,SPD ,2S12  ,07:37.0,07:37.0,07:37.0,14:23.0,6,SELF 
15099992,ACVEBK,ACCIDENT VEHICLE BIKE,SPD ,2M1   ,37:30.0,37:54.0,42:18.0,57:59.0,3,E911 
15100021,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,26:52.0,26:52.0,26:52.0,32:45.0,6,SELF 
15100025,TRFSTP,TRAFFIC STOP,SPD ,2S22  ,28:24.0,28:24.0,28:24.0,40:00.0,6,SELF 
15100044,ALMAUD,AUDIBLE ALARM,SPD ,2S21  ,47:56.0,47:56.0,47:56.0,50:13.0,3,SELF 
15100049,VIOCOR,VIOLATION OF CITY ORDINANCE,SPD ,2S12  ,52:19.0,54:46.0,01:07.0,33:16.0,4,PHONE
15100055,TRFSTP,TRAFFIC STOP,SPD ,2S21  ,00:27.0,00:27.0,00:27.0,04:02.0,6,SELF 
15100126,3050,SHOPLIFT 3050 PROGRAM,SPD ,2S11  ,18:53.0,30:43.0,38:20.0,29:27.0,4,PHONE
15100158,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,51:20.0,51:20.0,51:20.0,54:46.0,6,SELF 
15100167,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,57:51.0,57:51.0,57:51.0,03:24.0,6,SELF 
15100175,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,07:21.0,07:21.0,07:21.0,09:59.0,6,SELF 
15100179,ALMAUD,AUDIBLE ALARM,SPD ,2S21  ,13:28.0,15:12.0,19:52.0,20:05.0,3,PHONE
15100180,DSPUT ,HARASSMENT,SPD ,2S18  ,14:22.0,16:18.0,18:39.0,08:24.0,3,W911 
15100186,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,17:54.0,17:54.0,17:54.0,27:22.0,6,SELF 
15100202,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,37:33.0,37:34.0,37:34.0,41:37.0,6,SELF 
15100217,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,53:55.0,53:55.0,53:55.0,57:54.0,6,SELF 
15100221,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,02:12.0,02:12.0,02:12.0,09:17.0,6,SELF 
15100261,UUV   ,ARREST,SPD ,3S13  ,57:48.0,27:07.0,27:09.0,42:18.0,4,PHONE
15100273,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,10:37.0,10:37.0,10:37.0,18:21.0,6,SELF 
15100274,ILGLMC,ILLEGAL MOTORCYCLE,SPD ,3S22  ,11:19.0,16:54.0,25:58.0,21:11.0,5,PHONE
15100275,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,12:02.0,12:02.0,12:02.0,17:16.0,6,SELF 
15100282,HARAS ,STALKING COMPLAINT,SPD ,3S11  ,26:53.0,05:53.0,13:40.0,36:00.0,4,PHONE
15100294,THEFT ,THEFT,SPD ,3S12  ,42:10.0,28:50.0,32:00.0,45:35.0,4,PHONE
15100305,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,00:24.0,00:24.0,00:24.0,04:32.0,6,SELF 
15100328,DRVCMP,DRIVING COMPLAINT,SPD ,      ,34:39.0,NULL,NULL,NULL,3,PHONE
15100381,REKEND,RECKLESS ENDANGERING,SPD ,3S12  ,54:18.0,08:11.0,13:22.0,09:48.0,3,W911 
15100403,THEFT ,WARRANT SERVICE,SPD ,3S11  ,19:18.0,16:19.0,20:05.0,17:41.0,4,PHONE
15223708,FOLUP ,FOLLOW UP,SPD ,5C2   ,18:29.0,35:20.0,44:07.0,55:46.0,8,PHONE
15223746,INFOPD,INFORMATION - POLICE,SPD ,      ,10:10.0,NULL,NULL,NULL,9,PHONE
15223785,CHKWLF,CHECK WELFARE,SPD ,2S19  ,00:49.0,09:43.0,09:54.0,15:52.0,4,PHONE
15223817,DRVCMP,DRIVING COMPLAINT,SPD ,      ,48:13.0,NULL,NULL,NULL,9,PHONE
15223823,SUISUB,POLICE OFFICER HOLD,SPD ,2S11  ,51:39.0,52:45.0,54:44.0,36:03.0,3,W911 
15223896,DRVCMP,DRIVING COMPLAINT,SPD ,      ,22:08.0,NULL,NULL,NULL,9,PHONE
15223902,ATL   ,ATTEMPT TO LOCATE,SPD ,3S13  ,28:32.0,54:04.0,17:37.0,51:29.0,5,PHONE
15223967,DOGVIC,DOG VICIOUS,SPD ,5C4   ,51:05.0,16:32.0,16:40.0,29:13.0,3,PHONE
15223983,TRFHAZ,TRAFFIC HAZARD,SPD ,3S12  ,04:57.0,07:40.0,16:49.0,57:07.0,3,W911 
15223998,TRFSTP,FOLLOW UP,SPD ,3S13  ,19:05.0,19:05.0,19:05.0,45:26.0,6,SELF 
15224107,REKDRI,RECKLESS DRIVING,SPD ,3S21  ,28:40.0,31:22.0,NULL,31:25.0,3,W911 
15224112,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,36:55.0,36:56.0,36:56.0,41:53.0, ,SELF 
15224140,SUISUB,SUICIDAL SUBJECT,SPD ,3S21  ,00:01.0,04:31.0,09:23.0,24:37.0,3,W911 
15224146,SUSPSU,SUSPICIOUS SUBJECT,SPD ,3S21  ,08:47.0,29:50.0,36:09.0,36:53.0,3,PHONE
15224148,REKDRI,RECKLESS DRIVING,SPD ,      ,11:10.0,NULL,NULL,NULL,3,W911 
15224154,DSPUT ,DISPUTE,SPD ,3S11  ,20:56.0,22:50.0,25:42.0,28:09.0,3,W911 
15224158,FOLUP ,FOLLOW UP,SPD ,3S11  ,28:21.0,28:21.0,28:21.0,56:15.0,5,SELF 
15224160,WARSER,WARRANT SERVICE,SPD ,SP690 ,29:35.0,32:23.0,NULL,32:35.0,4,PHONE
15224161,TRSPS ,CRIMINAL TRESPASS,SPD ,      ,32:12.0,NULL,NULL,NULL,9,PHONE
15224166,MENACE,MENACING,SPD ,      ,36:04.0,NULL,NULL,NULL,9,PHONE
15224226,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,35:48.0,NULL,NULL,NULL,9,PHONE
15224289,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S21  ,35:38.0,47:46.0,49:19.0,53:55.0,3,E911 
15224299,PERSTP,PERSON STOP,SPD ,1S22  ,50:33.0,50:33.0,50:33.0,53:37.0,6,SELF 
15224317,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S13  ,15:45.0,18:19.0,22:04.0,24:36.0,4,PHONE
15224335,PTRLCK,PATROL CHECK,SPD ,1S22  ,51:01.0,53:20.0,56:27.0,02:54.0,4,PHONE
15224363,PERSTP,PERSON STOP,SPD ,1S21  ,00:33.0,00:33.0,00:33.0,05:04.0,6,SELF 
15224398,PTRLCK,ARREST,SPD ,1S12  ,31:13.0,57:34.0,NULL,50:42.0,3,SELF 
15224399,SUSPSU,SUSPICIOUS SUBJECT,SPD ,1S13  ,36:21.0,39:39.0,41:34.0,46:15.0,4,PHONE
15224519,PERSTP,WARRANT SERVICE,SPD ,      ,19:16.0,NULL,NULL,NULL,4,SELF 
15224523,TEST1 ,TEST,SPD ,      ,23:52.0,NULL,NULL,NULL, ,PHONE
15224527,TEST1 ,TEST,SPD ,SP656 ,28:29.0,31:13.0,NULL,45:11.0, ,PHONE
15224600,FOLUP ,FOLLOW UP,SPD ,SP289 ,06:22.0,06:22.0,06:22.0,12:37.0,5,SELF 
15224631,FOLUP ,FOLLOW UP,SPD ,5C2   ,36:23.0,08:12.0,22:11.0,40:52.0,8,PHONE
15224713,WARSER,WARRANT SERVICE,SPD ,SP649 ,19:00.0,19:00.0,19:00.0,20:18.0,4,SELF 
15224719,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,      ,25:22.0,NULL,NULL,NULL,3,W911 
15224725,PERSTP,PERSON STOP,SPD ,2S21  ,30:02.0,30:02.0,30:02.0,39:15.0,6,SELF 
15224730,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S21  ,37:44.0,55:05.0,13:20.0,18:55.0,3,W911 
15224764,INJANI,INJURED ANIMAL,SPD ,      ,23:08.0,NULL,NULL,NULL,9,PHONE
15224794,DSPUT ,DISPUTE,SPD ,3S11  ,58:39.0,28:20.0,36:26.0,51:44.0,3,W911 
15224797,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,04:41.0,04:41.0,04:41.0,07:59.0, ,SELF 
15224854,FOLUP ,FOLLOW UP,SPD ,3S21  ,10:56.0,10:56.0,10:56.0,25:15.0,5,SELF 
15224895,SUBSER,SUBPOENA SERVICE,SPD ,5C4   ,56:01.0,56:01.0,56:01.0,09:48.0, ,SELF 
15224897,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,58:49.0,NULL,NULL,NULL,9,PHONE
15224932,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,      ,50:51.0,NULL,NULL,NULL,4,PHONE
15224956,REKEND,RECKLESS ENDANGERING,SPD ,3S11  ,13:28.0,41:44.0,48:27.0,52:27.0,3,PHONE
15224960,THEFT ,THEFT,SPD ,      ,20:44.0,NULL,NULL,NULL,4,PHONE
15224962,REKDRI,RECKLESS DRIVING,SPD ,3D1   ,21:57.0,23:52.0,36:33.0,44:05.0,3,PHONE
15224992,FOLUP ,FOLLOW UP,SPD ,3S22  ,57:09.0,57:10.0,57:10.0,09:07.0,5,SELF 
15224999,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,      ,02:11.0,NULL,NULL,NULL,4,PHONE
15225030,SPEDVE,SPEEDING VEHICLE,SPD ,3D1   ,36:30.0,38:34.0,39:45.0,02:29.0,4,PHONE
15225034,WARSER,WARRANT SERVICE,SPD ,SP690 ,38:41.0,39:28.0,NULL,39:34.0,4,PHONE
15225048,TRFHAZ,TRAFFIC HAZARD,SPD ,3S21  ,00:50.0,03:17.0,03:41.0,08:38.0,3,PHONE
15225061,DSPUT ,DISPUTE,SPD ,3S11  ,13:59.0,19:34.0,21:37.0,37:33.0,3,PHONE
15225076,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S12  ,32:41.0,38:03.0,40:39.0,05:48.0,3,PHONE
15182665,OD    ,OVERDOSE,SPD ,1S12  ,22:09.0,22:32.0,26:01.0,34:18.0,3,W911 
15182675,ALMSIL,ALARM SILENT,SPD ,1S22  ,45:50.0,49:11.0,NULL,50:51.0,3,PHONE
15182676,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,48:10.0,48:10.0,48:10.0,51:51.0,6,SELF 
15182683,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,00:17.0,00:17.0,00:17.0,04:41.0,6,SELF 
15182692,TRFSTP,TRAFFIC STOP,SPD ,1S11  ,18:13.0,18:13.0,18:13.0,27:07.0,6,SELF 
15182701,TRFSTP,IN POSSESSION OF NARCOTICS,SPD ,3D1   ,47:43.0,47:44.0,47:44.0,25:44.0,4,SELF 
15182708,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,59:33.0,59:33.0,59:33.0,03:46.0,6,SELF 
15182722,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,59:22.0,59:22.0,59:22.0,03:46.0,6,SELF 
15182728,TRFSTP,TRAFFIC STOP,SPD ,1S20  ,16:58.0,16:58.0,16:58.0,24:39.0,6,SELF 
15182737,CHKWLF,CHECK WELFARE,SPD ,1S21  ,59:21.0,33:25.0,36:21.0,00:01.0,4,PHONE
15182748,LOUDNO,LOUD NOISE,SPD ,1S13  ,40:28.0,42:40.0,44:57.0,50:51.0,5,PHONE
15182756,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,26:23.0,26:23.0,26:23.0,29:17.0,6,SELF 
15182767,PERSTP,WARRANT SERVICE,SPD ,1S13  ,27:20.0,27:20.0,27:20.0,57:53.0,4,SELF 
15182777,PERSTP,WARRANT SERVICE,SPD ,1S22  ,45:35.0,45:35.0,45:35.0,00:21.0,4,SELF 
15182829,TRFSTP,TRAFFIC STOP,SPD ,2S21  ,22:24.0,22:24.0,22:24.0,29:55.0,6,SELF 
15182831,BURG  ,BURGLARY,SPD ,5C6   ,25:28.0,42:41.0,04:01.0,09:54.0,8,PHONE
15182832,SUSPCO,RECOVERED STOLEN PROPERTY,SPD ,2S11  ,25:45.0,50:06.0,56:17.0,56:38.0,4,PHONE
15182846,THEFT ,THEFT,SPD ,2S12  ,43:10.0,04:23.0,35:15.0,15:11.0,4,PHONE
15182847,SUSPSU,SUSPICIOUS SUBJECT,SPD ,2S11  ,43:23.0,48:55.0,00:30.0,04:19.0,3,PHONE
15182853,TRFSTP,DWS,SPD ,2S21  ,50:57.0,50:57.0,50:57.0,05:55.0,4,SELF 
15182854,PTRLRQ,PATROL REQUEST,SPD ,      ,51:29.0,NULL,NULL,NULL,5,PHONE
15182855,DSPUT ,DISPUTE,SPD ,      ,51:32.0,NULL,NULL,NULL,3,W911 
15182860,FNDPRO,FOUND PROPERTY,SPD ,5C6   ,58:09.0,25:16.0,34:45.0,45:21.0,8,PHONE
15182861,HR    ,HIT AND RUN,SPD ,5C6   ,00:44.0,10:15.0,23:54.0,50:04.0,8,PHONE
15182866,UNATCH,UNATTENDED CHILDREN,SPD ,2S12  ,05:13.0,06:49.0,10:58.0,30:05.0,3,W911 
15182878,FNDSYR,FOUND SYRINGE,SPD ,      ,27:20.0,NULL,NULL,NULL,9,PHONE
15182905,TRFSTP,TRAFFIC STOP,SPD ,2S11  ,12:58.0,12:58.0,12:58.0,23:22.0,6,SELF 
15182925,SUBJDO,SUBJECT DOWN,SPD ,      ,33:25.0,NULL,NULL,NULL,3,PHONE
15182927,SUSPSU,DETOXIFICATION,SPD ,2S11  ,34:18.0,38:47.0,43:46.0,34:35.0,3,PHONE
15182928,THFTVE,THEFT FROM VEHICLE,SPD ,5C6   ,35:10.0,54:18.0,03:26.0,15:49.0,8,PHONE
15182950,LOCSUB,LOCATION WANTED SUBJECT,SPD ,      ,57:14.0,NULL,NULL,NULL,5,PHONE
15182951,TRFSTP,TRAFFIC STOP,SPD ,2S10  ,57:53.0,57:53.0,57:53.0,00:46.0,6,SELF 
15182960,FNDSYR,FOUND SYRINGE,SPD ,      ,13:52.0,NULL,NULL,NULL,9,PHONE
15182967,BURG  ,BURGLARY,SPD ,5C6   ,23:57.0,15:36.0,18:23.0,41:22.0,8,PHONE
15182970,THEFT ,THEFT,SPD ,SP640 ,26:01.0,29:33.0,29:33.0,29:36.0,9,PHONE
15182990,TRFHAZ,TRAFFIC HAZARD,SPD ,3J81  ,48:18.0,07:45.0,13:57.0,18:16.0,4,PHONE
15182992,RNWYJU,RUNAWAY JUVENILE,SPD ,SP693 ,48:32.0,51:25.0,51:25.0,57:30.0,9,PHONE
15182994,THEFT ,THEFT FROM VEHICLE,SPD ,5C6   ,52:31.0,15:52.0,23:47.0,46:06.0,8,PHONE
15183009,THEFT ,THEFT,SPD ,SP640 ,07:28.0,13:40.0,13:40.0,14:02.0,9,PHONE
15183021,INCALL,INCOMPLETE CALL,SPD ,      ,14:36.0,NULL,NULL,NULL,3,E911 
15183072,ANIMAB,ANIMAL COMPLAINT,SPD ,5C1   ,04:27.0,10:02.0,NULL,15:18.0,5,PHONE
15183075,VIORST,VIOLATION OF RESTRAINING ORDER,SPD ,3S22  ,07:00.0,41:30.0,00:01.0,16:57.0,4,PHONE
15183083,DSRDSU,DISORDERLY SUBJECT,SPD ,3J81  ,16:09.0,20:31.0,22:42.0,30:45.0,3,PHONE
15183097,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,2M2   ,29:27.0,29:55.0,32:56.0,08:27.0,3,E911 
15183174,THEFT ,THEFT,SPD ,SP679 ,59:45.0,02:43.0,02:43.0,35:53.0,4,PHONE
15183186,THEFT ,THEFT,SPD ,SP655 ,08:46.0,11:54.0,11:54.0,12:54.0,9,PHONE
15183221,FRAUD ,FRAUD,SPD ,3S13  ,43:02.0,04:46.0,13:03.0,42:12.0,4,PHONE
15183224,FNDPRO,FOUND PROPERTY,SPD ,SP679 ,45:35.0,54:57.0,54:57.0,29:55.0,5,PHONE
15183258,FNDPRO,FOUND PROPERTY,SPD ,5C4   ,12:39.0,23:06.0,28:45.0,05:31.0,8,PHONE
15183275,ASLT  ,ASSAULT,SPD ,3S21  ,30:49.0,35:45.0,45:59.0,14:03.0,4,W911 
15183292,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,47:43.0,47:43.0,47:43.0,55:42.0,6,SELF 
15183294,CHKWLF,CHECK WELFARE,SPD ,3S21  ,48:47.0,32:15.0,02:54.0,47:02.0,4,PHONE
15100410,DSPUT ,DISPUTE,SPD ,3S22  ,28:21.0,11:42.0,21:54.0,44:12.0,3,W911 
15100417,FNDSYR,FOUND SYRINGE,SPD ,      ,42:18.0,NULL,NULL,NULL,9,PHONE
15100421,DSRDSU,DISORDERLY SUBJECT,SPD ,3S21  ,50:08.0,54:12.0,07:09.0,43:02.0,3,W911 
15100440,CHKWLF,CHECK WELFARE,SPD ,3S13  ,16:38.0,21:24.0,37:46.0,52:33.0,4,PHONE
15100458,ILGLBU,ILLEGAL BURNING,SPD ,      ,35:04.0,NULL,NULL,NULL,5,PHONE
15100470,FNDCON,FOUND CONTRABAND,SPD ,5C2   ,47:49.0,21:14.0,31:32.0,37:10.0,5,PHONE
15100490,TRFSTP,TRAFFIC STOP,SPD ,3D1   ,29:19.0,29:19.0,29:19.0,34:52.0,6,SELF 
15100511,DSPUT ,DISPUTE,SPD ,3S22  ,03:05.0,34:01.0,34:05.0,41:38.0,3,W911 
15100520,TRFSTP,TRAFFIC STOP,SPD ,3S20  ,21:16.0,21:16.0,21:16.0,22:37.0,6,SELF 
15100543,DSPUT ,ARREST,SPD ,1S22  ,55:33.0,05:46.0,10:00.0,43:50.0,3,W911 
15100547,TRFSTP,TRAFFIC STOP,SPD ,3S23  ,57:46.0,57:46.0,57:46.0,01:39.0,6,SELF 
15100553,TRFHAZ,TRAFFIC HAZARD,SPD ,1S18  ,00:27.0,07:04.0,09:22.0,16:12.0,3,E911 
15100579,TRSPS ,CRIMINAL TRESPASS,SPD ,1S11  ,32:56.0,38:17.0,43:44.0,50:06.0,3,PHONE
15100580,TRFSTP,DUII,SPD ,3D1   ,33:11.0,33:11.0,33:11.0,57:24.0,4,SELF 
